,0,1,2,3,4
61,1638.7821,9347.59,314.98145,7.296566e-05,7.958927e-06
62,1194.7458,8492.137,443.68585,7.478304e-05,9.833484e-06
63,5941.0527,5348.4795,406.29935,4.6927864e-05,9.783981e-06
64,8717.647,4410.9043,78.51228,9.725568e-05,7.4824675e-06
65,7237.1035,1534.1008,410.46,2.8484386e-05,9.7690845e-06
66,7242.379,5757.8926,92.43825,4.57423e-05,2.6110295e-06
67,1537.8453,4621.4263,46.740013,9.851153e-05,2.8179002e-06
68,8035.282,4591.092,394.9672,7.7164594e-05,4.311982e-06
69,6331.2236,3356.0266,405.71155,3.6692e-05,8.320729e-06
70,4869.6562,3392.1016,122.64664,3.799333e-05,4.996374e-06
71,5916.3345,7591.004,194.12146,7.0743617e-06,7.975943e-06
72,875.4547,4958.058,32.520542,1.49259085e-05,9.6803105e-06
73,1183.9509,573.65247,27.958986,3.9403796e-05,2.3872472e-06
74,6405.957,8583.911,463.41876,2.9470097e-05,4.710007e-06
75,5485.081,5897.745,268.03836,5.9439597e-05,2.3711248e-06
76,5065.4766,383.05905,84.20426,2.181465e-05,7.3158267e-06
77,9165.224,1466.2843,385.2131,2.754861e-05,1.6638822e-07
78,8828.884,9609.902,32.931053,1.8800538e-05,9.829311e-06
79,5963.85,3841.8782,199.71008,2.8501212e-05,7.213665e-06
80,674.3077,5208.994,190.9326,7.2652338e-06,5.172788e-06
81,2870.3977,4386.776,376.63055,1.919911e-05,3.9964643e-06
82,707.1475,3228.0513,381.84302,5.3537166e-05,5.2246736e-07
83,576.6835,8525.577,492.63065,6.5799295e-06,5.261459e-07
84,2857.871,2803.2786,266.92365,5.2017313e-05,2.2139955e-06
85,6289.6226,4876.3325,273.66403,9.728515e-06,8.30416e-06
86,4760.2114,1966.4509,382.7722,8.6198685e-05,5.5854744e-06
87,5726.801,2744.7756,48.720142,3.7246395e-05,3.7969837e-06
88,6728.7275,3445.8254,435.22144,5.147981e-05,7.1188915e-06
89,508.26846,6351.907,356.02118,2.9116827e-05,1.1389992e-06
90,7144.9014,2404.7756,200.5878,6.9157744e-05,9.1459015e-06
91,9751.465,6427.9243,358.3364,8.79728e-05,4.4524404e-06
92,2339.329,2853.438,487.35757,9.014528e-05,3.7971831e-06
93,1136.171,1078.011,31.949154,2.2485709e-05,3.083941e-06
94,2705.568,7499.78,193.18306,7.403089e-05,6.729747e-07
95,7540.0054,1651.0057,118.27882,7.123973e-05,7.938308e-06
96,7546.689,1673.174,235.67284,1.1694789e-05,7.2133776e-06
97,4387.5693,2312.9548,424.67316,5.424568e-05,3.4792513e-06
98,3697.6318,9891.938,267.4735,8.3512954e-05,4.208229e-06
99,8444.048,3850.8271,113.8506,6.18999e-06,4.737728e-06
100,606.94434,3458.836,287.89838,8.039339e-05,1.5637271e-06
101,6908.149,6669.8643,369.6454,3.5706041e-06,2.8342686e-06
102,908.38837,8321.376,88.714165,1.0995787e-05,4.762698e-06
103,2447.0603,7543.816,310.38745,3.2507283e-05,7.499547e-06
104,8077.952,7568.6772,451.9434,3.770924e-05,5.8368787e-06
105,1596.3966,7610.001,480.31808,3.1547283e-05,5.622824e-06
106,5631.3423,9823.144,456.26822,4.7240314e-06,5.283747e-07
107,4771.393,2133.1602,263.6098,8.437057e-05,9.201555e-06
108,1544.05,9731.981,198.8921,1.7729788e-05,8.300668e-06
109,4421.7847,6720.058,423.97287,6.93931e-05,9.888648e-06
110,8832.433,8102.57,309.4742,6.353199e-05,1.3953921e-06
111,2488.538,1655.6514,68.33688,1.5666717e-05,9.292337e-06
112,4233.4155,2278.7349,436.13055,9.572168e-05,6.519883e-07
113,733.69525,6645.2695,10.207064,7.369453e-05,2.5906782e-06
114,3865.0737,2240.3557,477.75534,4.8080114e-05,7.264744e-06
115,5120.3413,1923.7947,154.92546,7.861245e-06,5.970955e-06
116,8179.8906,303.0672,187.8452,4.803904e-05,7.2544162e-06
117,4792.9863,9941.835,178.57535,7.041718e-05,6.882396e-06
118,5023.623,440.0099,100.05803,3.677968e-05,2.7803076e-06
119,5031.282,1437.2238,259.53006,9.135488e-05,8.5430975e-06
120,8734.012,3880.4136,456.18832,5.7015142e-05,8.337281e-06
121,8473.475,7482.257,148.77982,8.397042e-05,5.1192783e-06
122,3898.5586,4212.468,356.2507,4.1372085e-05,9.292755e-06
123,6460.5215,6112.1826,67.57548,8.398425e-06,1.4850153e-07
124,121.136505,8679.815,186.98528,6.954846e-05,1.3541109e-06
125,8447.85,5948.692,138.79004,6.17707e-05,4.8043985e-06
126,4036.2964,3381.741,379.05716,2.0456439e-05,5.0667477e-06
127,7536.5815,7815.0806,410.9155,9.588377e-05,4.048506e-06
128,7925.0093,5795.7065,410.49182,8.766629e-05,1.64456e-06
129,6091.7305,9353.937,235.13812,3.485465e-06,5.858504e-06
130,2973.791,9086.856,267.74,5.3447484e-06,9.725172e-06
131,1369.3009,1649.4259,426.07745,9.826976e-06,3.0413337e-06
132,4304.1313,7053.431,461.2247,3.7524045e-05,5.7068305e-06
133,2805.5088,2611.975,156.98409,6.347765e-05,5.5918247e-07
134,2236.3252,4889.927,403.56982,4.6631503e-05,7.713199e-06
135,4862.707,2680.4385,238.18567,5.733267e-05,9.323112e-06
136,6818.1436,961.95526,486.94614,5.4097585e-05,5.959622e-06
137,403.37894,4717.752,135.4212,6.323114e-05,1.3617041e-06
138,5294.286,7687.8643,19.241177,8.9443965e-05,8.479529e-07
139,3029.7463,4856.428,84.40476,6.757691e-05,5.250973e-06
140,99.97802,9860.839,256.12897,8.29352e-05,2.7094234e-06
141,937.48315,6152.5337,399.0651,8.2422965e-05,3.978602e-06
142,938.3365,7422.5547,26.195805,4.6331512e-05,8.605958e-06
143,6138.0225,4277.9746,266.47806,6.586015e-06,7.765182e-06
144,5599.6055,9580.762,456.5266,9.683582e-05,6.357084e-07
145,9306.022,483.8459,95.43788,1.5837866e-05,8.762814e-06
146,4305.1562,8320.272,37.356583,7.3848736e-05,2.7849921e-06
147,4776.186,5487.507,328.3597,6.325998e-05,3.1774211e-06
148,6320.86,5033.065,311.6535,6.808097e-05,7.601564e-06
149,5798.1514,5477.909,162.31621,2.4653864e-05,3.6675153e-06
150,3924.247,7695.86,423.73224,5.4720465e-05,6.8961804e-06
151,3068.5308,7585.0776,33.81506,3.4724235e-05,3.7913467e-06
152,1749.8853,396.19687,375.88193,2.7291953e-06,7.883365e-07
153,5679.8306,2353.424,300.20004,1.7934143e-06,9.954031e-06
154,2934.4072,6268.055,41.520706,9.162895e-05,6.4311695e-07
155,6963.449,2306.0037,308.7765,8.3835585e-05,7.588149e-06
156,5110.494,1397.108,336.0659,1.2896794e-05,2.6338953e-06
157,7685.175,787.4994,386.31125,4.3736403e-05,2.902692e-06
158,4712.878,7475.459,343.03027,2.6071584e-05,5.0380854e-06
159,6575.1367,1004.24805,391.25034,5.784631e-07,4.883298e-06
160,1504.9718,6134.5845,65.07954,1.8265897e-05,3.2379032e-06
161,3373.993,3413.9062,98.35704,2.4347662e-05,9.4414395e-07
162,5062.863,6599.6626,93.858345,9.206017e-05,3.7612233e-06
163,9958.186,7561.713,326.27728,1.2568414e-05,3.5299863e-06
164,8561.336,1937.7316,183.63644,9.337803e-05,7.677774e-06
165,1526.4448,3430.9976,468.68472,1.834122e-05,3.4914967e-06
166,6812.328,3891.0474,129.98778,8.2052626e-05,2.5075274e-06
167,9560.049,5188.172,391.88934,2.6782262e-05,4.285837e-06
168,7981.5864,5903.195,72.42554,3.4217119e-06,9.691556e-06
169,2240.1987,5563.1445,50.853275,8.18624e-05,6.123418e-06
170,3384.0073,5552.3545,351.8456,8.752847e-05,4.722929e-06
171,6704.2886,2527.9136,183.82678,3.305074e-05,9.99596e-06
172,6723.743,7857.267,409.4722,2.6348602e-05,2.541917e-06
173,2439.0996,8176.104,345.5452,9.258543e-05,2.1208565e-07
174,6666.743,3822.3113,61.153694,8.266414e-05,2.0389027e-06
175,8934.488,7924.428,12.30057,5.8471534e-05,1.00101495e-07
176,8945.158,5638.895,337.58517,6.322665e-05,3.9838915e-06
177,4644.5044,2698.6836,268.7021,7.1369e-05,2.0962557e-06
178,9449.96,7393.6323,310.7139,7.1635e-05,7.769001e-06
179,5563.586,6681.774,171.46332,4.3469277e-05,7.8726134e-07
180,579.84314,9399.396,492.38132,3.213163e-05,3.3384993e-06
181,7451.9897,314.3673,266.79028,4.6605484e-05,1.9783522e-06
182,6231.3486,3030.8406,232.01144,9.27847e-05,8.59382e-06
183,2623.7139,2086.295,422.3684,9.841477e-05,8.444244e-06
184,8245.081,8840.488,438.92398,4.8434722e-05,5.445532e-06
185,8486.638,3734.8794,447.622,4.4726854e-05,3.5032265e-06
186,4862.3975,9827.561,165.7306,7.321675e-05,1.1672082e-06
187,4840.892,5523.981,75.207436,4.972804e-05,2.1883627e-06
188,1301.1102,4515.144,420.4819,3.2303906e-05,7.980243e-06
189,2453.4675,3617.3826,396.88937,4.0193718e-05,9.7477705e-06
190,6247.4897,983.0748,81.44701,1.3504612e-05,9.2569635e-06
191,5821.2163,3193.5654,120.86501,3.446537e-05,1.2905937e-07
192,9846.9375,4693.46,110.22862,6.4353546e-05,2.812447e-06
193,5087.0386,5051.0645,442.65933,3.8083195e-07,6.3725643e-06
194,7073.257,2116.4766,279.3781,3.477357e-05,5.5286428e-06
195,7203.293,9536.609,312.51575,8.825451e-05,1.6807471e-06
196,8850.135,295.93054,273.9904,3.6852452e-05,2.5194854e-06
197,7806.2544,2897.474,406.19562,8.889658e-05,3.2116634e-06
198,5630.874,7481.767,38.88593,7.2982184e-05,4.664292e-07
199,5454.912,597.6531,244.6604,9.631526e-05,2.7608971e-06
200,5480.7456,3604.885,88.760635,3.5138266e-05,5.1066804e-06
201,9340.51,5481.587,437.70715,7.220086e-05,7.73556e-06
202,7474.6187,7120.0913,389.49417,3.2098607e-05,8.159739e-06
203,9801.35,3136.6294,417.7066,1.8859833e-05,1.2030371e-06
204,9169.871,8069.2476,420.685,2.8778344e-05,6.349989e-06
205,512.5293,2612.436,456.65247,4.9962924e-05,1.1014437e-06
206,3194.7493,752.83777,429.21655,7.981886e-05,5.7982074e-06
207,7429.099,137.95566,423.89908,6.61921e-05,1.4455884e-06
208,6625.5366,625.1604,490.68024,2.373665e-05,8.594552e-06
209,5677.4546,2698.054,136.78621,1.22638285e-05,5.2243736e-06
210,9729.281,3050.8994,41.89408,1.6785776e-05,4.4205144e-06
211,7028.5103,1719.0844,225.85507,1.7728675e-05,4.844607e-06
212,3827.294,1208.0714,374.33218,9.276027e-05,7.855121e-06
213,5989.331,1356.4948,392.07294,8.949654e-05,1.3976687e-06
214,8318.865,632.72485,250.46994,8.0991704e-05,8.529415e-06
215,8325.472,1900.1552,57.330574,8.961472e-05,6.7291658e-06
216,6270.516,5670.7563,370.00296,8.526573e-05,7.0791557e-06
217,6279.435,6635.3525,294.7844,1.7273951e-05,3.4445654e-06
218,4588.4,9101.484,352.45804,9.11659e-05,7.781687e-07
219,7317.3555,9552.655,340.16406,2.0125699e-05,5.5535934e-06
220,3273.4258,4314.3804,344.77817,8.878332e-06,3.1867303e-06
221,6200.2593,3248.0164,372.59943,7.757702e-05,3.1714867e-06
222,4278.0327,6484.319,350.92087,6.923642e-05,6.6155144e-06
223,3416.4067,3792.6802,364.601,4.9085742e-05,7.839335e-06
224,1400.0104,4929.3965,194.68045,1.3232827e-05,4.4198105e-06
225,7190.2207,967.6077,324.0963,1.4204204e-05,2.0482946e-06
226,2094.018,6807.8857,427.70718,7.997244e-05,6.731235e-06
227,9707.217,475.647,290.70166,2.5142901e-05,5.487801e-06
228,7951.435,9948.24,366.71863,5.5309585e-05,2.8984823e-06
229,4969.9014,4197.9087,443.66245,5.216481e-05,9.878379e-06
230,8672.538,718.91565,288.63245,1.9417106e-05,1.6592809e-06
231,781.559,7444.4834,325.21875,6.8571455e-05,1.4582091e-06
232,7639.981,9436.24,82.48917,8.304796e-05,7.180864e-06
233,7408.1387,2727.168,417.78848,4.832567e-05,3.3685665e-06
234,2842.669,2997.4795,147.86984,2.0447354e-05,2.0775128e-06
235,8037.457,7986.519,356.4664,6.974137e-05,7.399498e-06
236,7426.022,2893.4937,226.88017,7.4051546e-05,5.1608913e-06
237,3981.6794,5872.3984,20.227585,2.1118676e-05,6.099775e-06
238,840.52106,5778.6504,119.26909,8.14884e-05,5.630879e-06
239,6061.1514,9272.372,17.773727,3.2293916e-05,5.5184655e-06
240,5403.585,8012.856,260.57965,8.428628e-05,7.1593495e-06
241,9282.259,932.60913,347.0764,5.813378e-06,1.0450381e-06
242,7317.289,6457.3916,217.73967,6.978475e-05,3.7218425e-07
243,1974.962,4701.5645,70.49574,9.536391e-06,5.7545794e-06
244,1751.301,8816.199,415.1814,9.700169e-05,5.671822e-06
245,8671.28,7659.5483,283.50647,3.0225514e-05,5.8245e-06
246,7866.475,1069.665,73.62263,3.929766e-05,2.152076e-06
247,7865.584,5947.9863,490.20166,3.4781096e-05,8.013932e-06
248,6592.762,5854.4414,48.68441,1.5288293e-06,1.1497639e-07
249,7757.138,4684.947,312.0377,9.535627e-05,8.673041e-06
250,7194.0776,6636.8706,276.73633,2.2582417e-05,4.2435126e-06
251,6206.7656,192.61554,238.2603,3.2532727e-05,5.1263305e-06
252,6140.2207,1083.6882,314.235,9.089383e-05,2.9597898e-06
253,7502.517,2160.767,54.83244,7.26861e-05,4.7206504e-06
254,3079.635,5249.89,18.401363,9.2537724e-05,8.514073e-06
255,5920.975,4629.411,259.3413,6.256914e-05,8.721984e-06
256,2514.5232,2154.5852,494.51907,9.936797e-05,4.845425e-07
257,3886.872,6408.6787,231.03065,7.051293e-05,8.2749375e-06
258,9398.04,8320.633,282.1595,1.2922132e-05,1.3553439e-07
259,1659.8177,2025.6189,213.5735,9.274854e-05,8.395825e-06
260,275.03174,8824.325,304.95953,9.857986e-05,6.9974067e-06
261,5053.336,6165.9424,236.75589,5.889036e-05,3.5899432e-06
262,9186.779,946.1724,205.05309,2.8228724e-05,4.3900186e-06
263,4837.9893,5079.3257,349.39282,1.0850614e-05,5.1078e-06
264,3112.7002,6686.595,343.98193,7.999825e-05,1.550858e-06
265,4186.941,7694.8975,366.96573,4.0186046e-06,8.453379e-06
266,8549.132,7491.902,311.4926,9.998777e-05,8.787557e-06
267,1304.3749,9321.66,223.51659,7.725797e-05,2.0646696e-06
268,8835.345,8665.306,443.96027,6.887419e-05,7.385486e-06
269,3854.2954,2409.9377,445.8907,3.6115103e-05,4.271251e-06
270,8746.725,3519.2024,202.50497,1.4374941e-05,8.027759e-07
271,3773.1504,7498.6694,113.56941,2.9339355e-05,7.743759e-06
272,9323.727,7693.7075,437.83185,1.7686665e-06,4.7462336e-06
273,1633.8325,1469.7538,207.48087,6.7255474e-05,9.6305175e-06
274,4570.603,2531.189,415.4444,6.6020264e-05,1.9852794e-06
275,8589.939,9513.283,402.9712,4.292923e-05,4.3042454e-07
276,542.7725,7899.211,270.53033,4.5647554e-05,8.026244e-06
277,4328.5938,1038.3726,203.56165,2.7409977e-05,7.416771e-06
278,2521.3606,779.058,198.24234,8.581932e-05,7.851467e-06
279,7572.8076,5668.6797,263.54828,4.2393433e-05,6.445422e-06
280,4589.9917,3576.433,82.78472,5.0033257e-05,8.437609e-06
281,4239.8965,2111.1309,93.52506,1.36275585e-05,4.421354e-07
282,779.41144,4838.109,435.29044,8.057881e-05,6.699194e-06
283,2694.6628,9134.653,402.0409,4.8942453e-05,5.1716843e-06
284,7314.992,7896.582,371.06937,7.324708e-05,7.233279e-07
285,2737.9512,4112.219,229.88902,3.1721967e-05,7.998526e-06
286,9110.555,3467.0063,309.52887,2.9656296e-05,8.500919e-06
287,4234.836,9914.097,470.7862,8.271201e-05,1.757093e-06
288,4029.6973,4652.5273,499.77005,7.458743e-05,2.9117557e-06
289,9611.671,5624.3677,362.58444,3.865723e-05,9.8823675e-06
290,7203.3506,1637.0647,302.7189,9.060289e-05,5.040266e-06
291,9143.752,5044.016,324.05792,3.941643e-06,5.6930253e-06
292,4568.7017,7447.298,494.25635,8.501356e-06,2.9357698e-06
293,294.8252,8384.227,413.91656,8.074439e-05,9.4024435e-06
294,695.64026,2516.6543,334.15375,9.0773625e-05,4.520938e-06
295,9787.684,1172.3505,194.58679,1.0145133e-05,1.6793338e-06
296,4335.3804,2901.771,71.7267,9.101856e-05,5.5339315e-06
297,146.97426,1067.3146,364.4991,2.6040578e-05,7.5411094e-07
298,4784.307,7946.387,493.63626,1.9619745e-05,8.652682e-06
299,5649.4707,7132.318,102.28499,7.808484e-05,5.825942e-06
300,459.17957,6992.981,287.18585,1.4403665e-05,3.9639576e-06
301,7120.645,8554.884,258.84537,5.4502666e-06,1.0108455e-06
302,7875.961,7778.611,182.6628,7.28613e-05,5.7536267e-06
303,3506.1501,5356.572,78.54096,3.409071e-05,4.1294816e-06
304,3467.027,8351.43,495.04535,2.8483248e-05,1.06062544e-07
305,2480.6843,3646.4036,312.03574,1.3737195e-05,6.0959187e-06
306,2640.4114,7029.7485,299.44626,5.251133e-05,5.3919216e-06
307,3460.038,6113.576,122.70007,8.575554e-05,6.271997e-06
308,5699.709,9280.914,466.3801,3.508395e-06,3.6582214e-06
309,1332.3678,5102.2856,366.43448,2.8209053e-05,9.120999e-06
310,6300.9,5512.804,330.8894,2.9693168e-05,3.620227e-06
311,5986.5845,6967.4204,332.55255,7.768931e-05,1.3777435e-07
312,2834.3425,4222.597,135.83379,3.8897477e-05,8.703569e-06
313,6195.789,3674.8594,361.46384,2.021908e-05,9.484982e-07
314,5848.7676,3927.3218,134.18901,9.239271e-05,3.4892705e-06
315,363.9696,9956.161,280.79166,9.0581576e-05,3.3505955e-06
316,1373.0613,7195.2583,275.13232,6.5970075e-05,9.972408e-06
317,2909.7378,3079.1245,367.89764,9.42082e-05,2.730097e-06
318,2170.0034,282.21793,275.16614,3.162078e-05,3.4353754e-06
319,8606.917,4166.3994,170.51851,2.7643979e-05,5.8807595e-06
320,7181.99,4149.7344,362.5713,7.375472e-05,9.227347e-06
321,9066.73,4497.5396,287.63034,7.7496035e-05,4.149402e-06
322,7606.469,7486.009,24.666985,2.7036225e-05,2.727044e-06
323,693.59955,7846.6626,478.45117,1.3095981e-05,5.210948e-06
324,7695.353,7704.497,441.7369,6.664516e-05,4.443355e-06
325,4054.0132,9082.843,285.77094,8.866397e-05,9.719099e-06
326,4663.459,4226.514,40.728626,1.7667579e-05,1.7854077e-06
327,4570.7656,3487.5884,340.74905,7.236409e-05,6.491762e-06
328,3044.717,2619.3271,492.52444,2.2058033e-05,5.7081725e-06
329,4816.933,4552.242,322.8926,5.4253876e-05,9.430565e-06
330,2973.031,9413.78,338.97925,4.5153844e-05,6.0785163e-07
331,261.81128,9793.321,10.578243,7.1690396e-05,2.4632343e-06
332,7756.413,307.3003,462.2377,1.4095503e-05,6.2566555e-06
333,3164.3096,2968.3015,251.6916,9.388543e-05,8.898761e-06
334,428.1096,9140.446,398.25174,9.724702e-05,8.379161e-06
335,4253.398,4124.3267,295.72812,5.79172e-05,7.758568e-07
336,991.44543,7136.354,83.49123,4.845458e-06,4.698455e-06
337,7314.5117,8643.174,102.14905,2.218833e-05,9.2669103e-07
338,5657.8584,9884.332,136.38193,2.0913929e-05,6.9470593e-06
339,3366.1853,7554.1475,9.669947,9.73348e-06,2.2928275e-06
340,9038.257,9599.51,133.79462,8.0179336e-05,1.33168e-06
341,3804.6973,7645.619,244.36867,8.844196e-05,6.0288976e-06
342,4167.9434,1469.1477,254.40471,4.1715048e-05,8.5917445e-06
343,4899.957,6808.4204,457.92508,4.4153672e-05,4.798553e-06
344,9733.672,3079.329,157.15187,9.713335e-05,1.5084933e-06
345,4654.4565,8944.72,285.12286,3.838864e-05,3.8738162e-06
346,2021.3315,949.39996,118.22655,8.784161e-05,5.876132e-06
347,8617.516,3456.5886,273.52542,2.3720044e-05,8.201821e-06
348,1522.0583,484.14154,440.33914,4.5952916e-06,3.3777849e-06
349,6152.8,5642.625,417.8737,2.886511e-05,7.802513e-06
350,5150.4473,1758.5209,62.745728,2.8575158e-05,4.351869e-06
351,292.49884,9938.069,221.21971,5.5785345e-05,5.032923e-06
352,6759.497,7507.6265,156.68092,7.9358535e-05,5.1595034e-06
353,2831.6445,221.55745,225.51843,2.588849e-05,5.269882e-06
354,6384.689,5283.427,185.6293,8.321262e-05,7.348393e-06
355,2872.8425,881.10596,392.15286,7.508838e-06,9.614985e-06
356,1214.4072,2045.9565,200.8659,9.085931e-05,1.0384291e-06
357,9195.447,5457.956,386.2967,4.4203025e-05,8.9385185e-06
358,3514.843,3387.295,85.344025,4.2248666e-05,9.065593e-06
359,2334.5017,8340.872,16.121231,1.8282204e-05,8.1524195e-06
360,3166.5798,2941.48,490.1959,2.015729e-05,7.5496237e-06
361,8142.5933,590.4226,360.5861,8.144203e-05,4.822017e-06
362,2598.187,5873.751,257.90295,7.914642e-05,5.326894e-07
363,8310.159,3989.2388,210.21791,2.3789877e-05,3.021596e-06
364,9258.238,8578.673,75.529884,6.2063176e-05,8.791807e-06
365,3339.9163,5828.271,256.67047,5.4253505e-05,8.480047e-06
366,5871.417,8308.26,91.42006,3.5012883e-05,6.186087e-06
367,991.2147,5861.3647,129.38452,8.561235e-05,7.682991e-06
368,7690.7856,9895.65,276.47845,4.6772293e-05,5.6432327e-06
369,3997.7869,3215.1865,87.4178,4.8266495e-05,9.382135e-06
370,2461.4114,6161.9023,425.01404,1.758343e-05,6.0775437e-06
371,6747.0557,811.71423,181.37746,8.912939e-05,2.8083762e-06
372,3371.509,4391.662,388.2395,4.9982034e-05,8.87009e-06
373,2096.9795,9861.507,447.81348,1.7652714e-05,9.677456e-06
374,2917.1323,7684.38,267.28052,7.617658e-05,7.148349e-06
375,5074.4375,6097.6445,440.86108,9.858663e-05,7.5415705e-06
376,8347.1455,4666.6343,107.23414,5.5921933e-05,3.0181936e-06
377,3447.8699,300.0285,312.23502,6.382169e-05,6.0132775e-06
378,4435.5645,8006.0317,293.54294,5.138815e-05,9.912447e-06
379,6770.1445,2559.7827,484.41043,8.680362e-05,8.412591e-06
380,1665.1013,7941.7456,21.465267,6.217181e-05,4.345543e-06
381,5656.1104,5289.7163,99.96145,1.2350571e-05,2.14439e-06
382,3704.759,130.65674,134.35864,4.500876e-05,8.781333e-06
383,981.32916,3626.2048,453.73657,5.0607876e-05,9.458563e-06
384,4820.8955,5709.4653,70.5896,1.3788861e-05,2.8226834e-06
385,1864.9376,6100.9194,470.11307,5.5156932e-05,2.951967e-06
386,4081.0518,5443.2295,93.93499,4.0448856e-05,4.4736285e-06
387,3442.2476,2068.6104,169.56734,3.4372217e-05,2.2882111e-06
388,3696.2856,9862.99,103.8973,7.106452e-05,2.4371507e-06
389,5371.426,9024.972,31.987318,4.8898396e-06,3.4719342e-06
390,6014.2827,6788.4707,195.10933,8.060061e-05,5.4461925e-06
391,6966.575,3039.2258,228.75198,7.928176e-05,6.259242e-06
392,634.9344,4047.846,129.55908,1.8052833e-05,5.4444394e-07
393,5511.3774,2499.2078,392.17548,7.855662e-05,5.0087674e-06
394,8663.918,5929.902,85.823135,4.6148158e-05,3.1049666e-07
395,4971.5405,510.58716,270.31088,8.2989334e-07,8.316499e-06
396,880.9814,8492.6045,441.6849,8.1813225e-05,4.9628375e-06
397,4462.726,8491.381,157.92078,7.805588e-05,1.5383599e-06
398,4471.9536,2343.6113,478.71927,9.877355e-05,9.960048e-06
399,8316.934,2760.6848,427.3659,2.0792597e-05,2.4013625e-06
