,richness,hill_abund_1,hill_abund_2,hill_abund_3,hill_abund_4,hill_trait_1,hill_trait_2,hill_trait_3,hill_trait_4
42,38,14.333336080196046,10.674918656637706,9.355924561071673,8.611676770994581,16.645136122369,12.150838217095922,10.526669820480445,9.658905167711467
43,67,27.683775764700634,16.4715565526609,12.003716046033377,9.922858783767708,31.208913929174134,21.16902470914334,17.05535677205218,14.874133705520945
44,43,9.987561894156675,4.665823907011869,3.480438034060624,3.0590240576189087,14.421152883144465,9.636371738595658,8.052841564208215,7.243504192279216
45,39,15.090488742361707,10.741740289404914,9.238106367302395,8.470969178993537,14.00718021505771,10.339755313399099,9.08015360761583,8.433924791829746
46,67,22.369509253171177,8.41135743537712,5.478060807612789,4.56920247232632,28.123457762475805,14.9039019962837,11.417240239733921,10.064855629768548
47,65,27.86031791297021,20.025444397354796,17.08062227553414,15.446871707829311,28.386990708068776,20.707727987834883,17.82017126488264,16.162039778625402
48,99,13.694355753832752,3.638418679243653,2.6753228407644665,2.398931106081838,24.106876382572548,14.041675500633456,12.063203135916797,11.1977490964487
49,57,23.766639826803328,15.198656072086205,11.82786024511908,10.146556880912005,21.8130799557181,14.414664218985727,11.959917639773906,10.832580310116308
50,115,17.813090813996805,4.971910110667544,3.45625749680697,3.016611058819059,33.93759001688983,16.10918631363907,11.81370195117795,9.892850420542281
51,16,4.022765157820855,2.37610261470153,2.0078590057270094,1.8680551972244464,7.651179299585105,5.312815021000705,4.583545638148262,4.232059320957669
52,84,22.85120571161434,8.779393147089554,5.750090763242171,4.7802571269754095,30.564500089001566,16.169001899666565,12.321112671979549,10.798643743311185
53,44,15.412478817298192,7.930324515817217,5.581569763959225,4.696922272610755,17.91464489480348,11.735236510711397,9.702822874279057,8.78197218804707
54,7,2.024037984509416,1.52817885331573,1.4039343939835978,1.3546376038912804,8.734281265550432,5.853260560435084,4.6003927376573435,4.053768185635268
55,39,19.761749779150506,13.945185468193412,11.444874702094873,10.161353503377248,20.279051181256598,14.976341037856299,12.505682802038365,11.094666481523147
56,27,9.191209974563165,5.23870530418573,4.198923748214069,3.7797530343589383,9.875590378581665,5.800872599175372,4.732590016067527,4.325302538374954
57,17,11.070991350515682,9.002885474156688,7.872778769936794,7.171892846273157,11.703050943243413,9.956378505580528,9.021583145667776,8.437130437310318
58,18,2.9720512708298235,1.7779892273758613,1.5647667674856272,1.4901232601266172,8.975927079963496,6.1555142901570585,5.403303302064763,5.0861733906737
59,96,13.939143824224224,4.024943165737707,2.9099012997906297,2.5860823803022313,22.100858064374673,13.614617014304304,11.515838241291853,10.372313337009182
60,50,22.498889754623402,15.34243147488995,12.569458483186175,11.171977623407294,22.050856160549383,15.504991717698507,12.911375579156752,11.5953353587056
61,51,14.562526288873315,6.91226639151278,5.1162067347197535,4.458783211499839,15.815169648299701,8.040728548406046,6.111194378523022,5.4237131114940915
62,45,17.259386577971238,11.506401733987605,9.56840223204767,8.616652909976848,21.41091465134629,14.746070920729496,12.526316319530356,11.299583460157008
63,124,12.318811589221681,3.4235704496596586,2.5606743337561935,2.3076916349341143,19.718112772681668,11.96403815157363,10.20444181997922,9.379933845098552
64,39,6.27381369061129,2.8513755635988964,2.2948448757711173,2.1023345304396366,13.80063277116867,7.657446424985058,5.954540048389929,5.1945544910801935
65,117,20.121762397794477,4.99935988087255,3.4261803877102976,2.989656177183059,38.164162926980296,18.511064016980587,14.752147556416842,13.202003986230459
66,47,9.091684605428082,3.8200197590629625,2.888401347496301,2.578143269131277,12.338457761750604,7.843431738248017,6.682427775858573,6.172887902943389
67,18,8.266160884771523,6.401604295441507,5.681951588837579,5.274344824685202,9.056216231988758,6.98911206167578,6.2811663672468505,5.925002250234387
68,127,8.77522467912829,2.4373804999291178,1.9606569773822493,1.819437431223946,33.1844811189705,16.824770656940352,14.0910873972441,12.795040542396986
69,118,22.562988052351596,6.246171057698326,4.143232249132454,3.5453989602292313,29.43926276397849,16.470355191618246,13.329686928835214,11.728131128176527
70,51,9.838389789067488,4.020234661867974,2.981660509446976,2.64758633907805,17.133429280038424,10.099519427491357,8.458017002037376,7.806347713479541
71,74,13.254120761690984,4.382250754643931,3.142775558221656,2.7714626450030018,21.897668987663497,13.33784453831648,11.212435012234705,10.205214612761775
72,9,6.041478496840645,4.9550205481668455,4.346502070910052,3.975517715904881,6.2132401196632765,5.455563981459576,5.083554896638084,4.862746024029228
73,9,4.067558413846197,2.80391388179949,2.3615818995290123,2.170369476076202,4.966797784465632,4.25228232032953,4.036322999534096,3.9214511403132746
74,123,12.928041709194847,3.3651259477446827,2.5183950439780793,2.2734060559728726,31.198200333014093,14.888488197030577,11.979377249277128,10.792491167724087
75,86,17.893895181345115,5.346046647173333,3.6796865497590208,3.191039235559021,23.75450730050563,12.575763014839433,10.036384712877842,8.947894237470901
76,40,10.742202362614613,6.099993698900155,4.766900495235222,4.186164526475014,12.60521295897322,7.621805854945885,6.25910635682112,5.692133231727684
77,136,12.988410057546908,3.2127272032549725,2.4228943150966917,2.19629300450367,36.781130310654206,18.209897547752774,15.122539715956906,13.700888849406994
78,22,3.263558103465011,1.9063905719029306,1.6599132609652287,1.5716474633069042,12.713953301472005,8.090701082392776,6.517205291567494,5.7350054245110185
79,65,12.074937976399278,4.142941171400494,3.016875899949807,2.6736709891544077,19.897021709310422,10.577899310471686,8.44781076692137,7.5406365327651015
80,22,7.679422320420986,4.765799412505245,3.860964793992884,3.4622956138493013,11.278415905734,6.943135492031318,5.512765963001826,4.88336683292039
81,77,25.61239093036152,13.916268225514889,10.086358560952387,8.450754418838022,26.81601108747454,14.897852073143266,11.23440321854209,9.667774074738041
82,28,14.648259164687643,11.279962990544533,9.931647401814773,9.195660936479914,15.242784156718013,11.581928898612876,10.120530668838104,9.34835172099791
83,24,11.375534827905414,8.331765059185665,7.233524188373123,6.659697259935387,14.490798908025065,11.020308733277114,9.70357515204708,8.952872268983398
84,60,22.615807733005326,13.323683317674076,10.441807449445164,9.221401141140717,28.487278422862552,15.988631691147818,12.026557760442923,10.37000885651153
85,89,18.416282575098673,6.352802859685366,4.303397902151326,3.6766236631474585,19.53341619683787,11.684442718684625,9.727134840938552,8.78432534810363
86,97,17.856084854924262,5.092662103613609,3.5232954990328205,3.068322802379817,35.05576476688545,16.78896664803645,12.845357507286408,11.227144533937448
87,27,6.8522722186381255,3.6265347536571317,2.8543938850250377,2.564591537811079,10.342288831255791,6.498391415183786,5.517951167578604,5.09969033855657
88,123,15.481826067362618,3.9346640447994083,2.8453025138257964,2.534345642338359,31.798158434359184,15.927069752225357,12.989581579474995,11.685424814416288
89,23,11.958193758144954,9.626380185019396,8.716201549661339,8.207218270389617,12.352073369306254,10.028869489125352,9.088759832526323,8.554938234458977
90,78,11.271041676876516,3.6612327557068727,2.7214734147605473,2.437845532974015,21.086534524782053,10.648448210648198,8.589630757657602,7.7386694803075615
91,128,9.28603056798673,2.5838493789910677,2.051061311025235,1.8938646861624402,26.659819993926543,15.3785326345886,13.265694659340959,12.26740862432383
92,89,29.26008683682005,14.030916677566365,9.635147487041534,7.939954555839938,29.239687531138618,16.128632518041112,11.96695459457784,10.130238415699807
93,10,4.785177055753199,3.8212236244440634,3.4051140519427734,3.1687690643012854,5.037588495895638,4.234786498584974,3.9073542632415306,3.7341373669478704
94,45,15.677452516007907,7.504341231450358,5.185954975221768,4.371094062961762,18.601947299146353,13.025253789251721,11.141341583206879,10.247958706713948
95,67,7.913126269569542,2.8397286284841385,2.239557407518297,2.050382368226873,14.305643356449027,8.872330656969895,7.114640207206984,6.317819060120436
96,83,13.27839747651833,4.235283064395293,3.0586441476202415,2.7057220592016997,20.64904927793183,11.01254663886305,9.072676794332441,8.186024673127292
97,106,28.66275033147025,9.801373802860216,6.168484743506501,5.075149268578535,38.34713449140114,19.52088815326791,14.896306385464001,13.05635961101282
98,75,19.141187474568586,7.495258463349686,5.050051119682078,4.255631199565135,21.330401551175658,12.204921760278628,9.845234567653115,8.8786048132867
99,58,8.252355882080908,3.1081058719946344,2.401930423514591,2.1814381007584904,19.659461738737118,11.35155692495949,9.30610950043035,8.378982007677568
100,25,9.84497626442302,6.2228546335861115,5.179067177984477,4.7403455030320885,13.659116073983544,8.392880428341966,6.393924509805783,5.531670814593664
101,104,12.366034425199974,3.551548302224593,2.641550053904456,2.3729796196964776,25.018707479627718,14.195978288875702,11.64041719848986,10.33091859787931
102,19,9.670780077625002,7.099491948678204,6.0198205201595,5.454857257225939,10.544657581672517,7.732369104076272,6.567153697389232,5.950973760137697
103,64,28.551314520714893,19.968082729458548,16.441068916910737,14.539447391735473,29.031877791444227,20.337913170941533,16.729496943230373,14.80193879522818
104,132,11.260402504208814,2.9209135060854146,2.2536323462372385,2.0593484726059694,34.854938236644905,17.205512625328346,14.147413607288557,12.776535715247807
105,47,22.98219212230869,16.55799682779063,13.789017185533567,12.304411581958732,25.737574447436018,18.37420877146933,15.307492894907487,13.698959009569293
106,109,15.675764001398353,4.172166522125808,2.989275251874148,2.6487705024241723,28.085059352706956,13.775373721554358,10.960072399003545,9.774504244780731
107,92,19.438063144931565,6.938353427304005,4.7197596055221895,4.009119269557882,24.36113531748416,11.862539059121152,9.098713262952224,8.06097171924031
108,44,19.511989447514342,14.413504558755964,12.666144016993623,11.81114412062701,19.294602147328174,14.49150446559425,12.849376788763932,12.042691847934389
109,98,22.62226225840552,7.187796457652691,4.71422150209186,3.9831787435931916,33.45310848735427,16.28614502611627,12.457597103725112,11.00348452417018
110,111,10.462724044676234,2.987317684874502,2.298633899335604,2.0960367779298807,26.856291657012044,14.337709634688155,12.017159690219533,11.028619367432285
111,27,12.034997543760943,9.246794283368784,8.19195128299668,7.613997040701064,12.706867101386049,9.549916176491461,8.450616373224673,7.879113560203738
112,107,26.453994838787587,9.147701497109168,5.8170163983193985,4.81341305510607,34.19262073500076,17.69507758845266,13.582813526663497,11.996255976065047
113,5,1.7613340444440937,1.343202908017492,1.2570603115329335,1.2259258995159552,4.964058995644482,4.533436792576425,4.33517879696554,4.227208559041272
114,116,55.11945389643349,39.94957571932492,32.50638684148403,27.93037021531935,54.52036008577757,40.67778762560304,34.096663587361455,30.01375503064131
115,64,20.03014784926613,8.325663321080372,5.555020041518749,4.641923237011413,28.732989933106033,16.235348934278367,12.683116046112497,11.131641855551361
116,74,10.194640096461702,3.233148776815787,2.45433868921147,2.222374972478174,17.00086230586154,11.618455620570126,10.081424985828317,9.219255481126286
117,61,17.801033018429234,6.8110019766355565,4.623827156304108,3.9294419802991087,19.274115234449347,11.601575776955709,9.415211143196334,8.440420735909305
118,43,11.197812078860112,5.062322100743527,3.7145904075213103,3.2418047181273244,13.618738431511007,8.684362170393731,7.353082313689137,6.7862385146948165
119,81,18.880945909217434,6.877857048720606,4.656505302567447,3.953596903290185,20.55971223831919,11.627372634557679,9.256985289993539,8.243497817018715
120,157,11.648741521242757,2.903243873417666,2.242119071574588,2.049980695653916,28.306123391724995,14.905982470651159,12.30961696494182,11.086587277076871
121,59,5.993783841163106,2.2192172475426055,1.8318215532042679,1.712886582328978,20.191616332634617,12.48558563991851,10.955591806480419,10.253297104014324
122,83,23.324984056846052,9.195482163649833,6.006939017369088,4.979149615809934,32.54071530585541,17.283341778790067,12.92683535205522,11.052112971214484
123,33,7.59984914515757,3.670926849095081,2.839657511201796,2.545771978464943,12.30387108397218,7.377652089595206,6.07729637108042,5.52855082662539
124,7,3.238750846997864,2.34143611066688,2.0486598915684198,1.9178337768980709,4.843945794523481,3.920676263472495,3.5203280198151794,3.312658625661581
125,59,6.176308707014074,2.3871263420512805,1.9456350099978008,1.807614692865828,18.4967782517906,11.098663241658056,9.320189007987056,8.506731053471894
126,95,32.37332798198544,12.690182562670719,7.865720375530918,6.337953064783778,46.11522535922765,23.430399977917425,16.717997957226547,14.070150564730676
127,131,10.906024998831212,2.7677619847344803,2.1594869793147233,1.982592868501008,37.23947967941559,19.209614865728682,16.083685850151127,14.379144102922028
128,135,16.688012943674767,4.1670523167034395,2.9831478923550208,2.643982306985654,37.436852288140756,16.81223753289194,13.095578884288493,11.54988466928742
129,77,13.262678479954904,4.137737945945172,3.0019403025709437,2.6616838549668054,24.1665486614797,12.105554917986655,9.281709342805087,8.024865204631652
130,68,35.0983506894874,24.670103035272987,19.651292691921952,16.7894930426407,35.071155467396345,24.83036236492105,20.071553098259905,17.36709185531741
131,56,24.718931442965086,17.1681491320478,14.362314469071496,12.971146176142351,26.185138619226755,18.26310285238143,15.24193155352221,13.690692393861497
132,103,27.22606251312948,8.51957379172308,5.413148605912998,4.510217565692574,29.680719856195886,15.447766069384482,11.775505730936608,10.196280562114419
133,55,25.222498898222586,16.70450707333011,13.2275176210435,11.409275579547122,25.534590975327244,17.461823553761928,14.331253669578624,12.767729181646214
134,71,34.02905195923911,24.393044632228108,20.230974156167353,17.860487692047222,33.46193617600222,24.34479699993917,20.768506571205474,18.823132255405397
135,86,19.343817704709604,6.985292019604723,4.743321632977062,4.030172487730302,29.291658382086112,16.008869356208344,11.856196914718286,9.810457309244983
136,140,19.93083183069721,4.736408779567705,3.287822394173375,2.882393670315639,26.745122940266757,15.622519517347515,12.888014208172981,11.598997890433758
137,12,6.444048731600057,4.95799371126782,4.2590931923593605,3.860570072551472,9.644019633297223,7.286169373606679,6.23499551388707,5.683186047415571
138,14,4.161099218290391,2.991270101319081,2.7036007874145698,2.579295155354571,7.655690578853689,4.7666621978838455,3.726638312887288,3.3068290809535963
139,30,12.202766183911063,7.782204402702315,6.2995350873991045,5.627739224417465,17.943385059266504,11.061337599734099,8.518509536846974,7.354338787510374
140,8,4.15801104192315,3.3898305084745766,3.1250915567578854,2.973602592500828,4.565208795440694,3.8423900286178743,3.62894197587538,3.527648485503622
141,36,17.38286871816057,13.188856675028916,11.572161820990026,10.699666747174955,18.2846897908712,13.47857074109903,11.714738562898662,10.797872125961907
142,9,5.350856253449913,4.2115531898598455,3.676985481795254,3.3763307169886123,6.721922325381966,5.259054073869722,4.639889525799746,4.333742983334703
143,90,17.53644403570333,5.1261980730688155,3.535781310555086,3.076779215037545,23.637545280444254,13.538232834498528,11.417180526161653,10.510072931853951
144,109,15.775330782300879,4.536971397983245,3.211799122115226,2.8247125864538902,25.088606862383457,13.27847797989985,10.52586880483247,9.37554824628466
145,50,5.84286618021208,2.546134916728848,2.066319098628354,1.9087906420968006,12.162919049667627,7.247327136826987,6.139305095998354,5.647837609020954
146,18,5.636037944113717,3.771310889454732,3.139569390487093,2.8525753805477194,6.543703350292616,4.7242322590986285,4.136359268759109,3.8706730404804306
147,93,24.67075593262299,7.874794155642853,5.054545709267237,4.236630001953019,31.473349076960282,16.79323049728305,13.437328916428411,12.051986619107371
148,101,14.47449796979066,4.129452385876391,2.9795805114832463,2.6420995719845655,31.826075678630847,14.71901615982864,10.96683235647305,9.398200272003443
149,59,12.219576620848635,4.384151286118239,3.164974364000062,2.790631140394486,22.36601801640715,12.792334750387397,10.165210602143393,8.960748339310225
150,94,28.01483825078644,12.748930673886592,8.498886227112639,6.930305919021457,34.548774773850035,19.133070214329155,13.93366831354765,11.587536421720694
151,15,3.5610385904785278,2.1297806240897215,1.823140077239576,1.709874742824637,5.679772225774151,4.626016204392715,4.382253725604232,4.276845152920565
152,54,19.62980215859449,13.180092787853232,10.758472016483369,9.452585698352244,23.302724559720275,15.077243527437338,12.274641111042568,10.925766606409564
153,91,13.435910929071518,3.9770869770815507,2.89344639156907,2.573901880972923,28.798389229879255,13.783258791258392,10.4950126278173,9.075987153164743
154,23,7.256464042540254,5.099344244815271,4.563567228805437,4.3474629196134655,11.336597441228502,7.551487846496511,6.025816715243738,5.349000689065961
155,103,15.67078799389979,4.523047045656371,3.2088217819634837,2.82290692627816,31.57054788021849,14.120073336214995,10.780070274457618,9.532536743021833
156,100,20.156332622199088,5.759871285722224,3.8700152871974534,3.3339688421045564,33.89931998427697,17.105516512092816,13.611525508605213,12.272455561061461
157,129,15.338513731174668,3.7197405746073215,2.718884267792121,2.4337190144747307,29.948203456053776,14.818845937670668,11.817420838366973,10.554680379440416
158,88,15.779925290003117,4.976505602060469,3.46947034214219,3.0261552250903243,27.03454685373786,14.323982126714112,11.695463346896636,10.573172328838561
159,120,17.725660087913433,4.515290612665841,3.172094508977245,2.7920419419802625,28.454330680880066,15.106568586467311,12.30691120311347,11.02210632969675
160,23,9.790695747258786,6.362447647324853,5.000897791854132,4.357822632893228,13.315535254796254,9.193575183154008,7.622635795976034,6.908194907794062
161,38,13.667877258950371,8.192031248650721,6.4145383835732535,5.607707541617731,14.646060158454853,10.843134976561315,9.382973538072465,8.619245129478253
162,45,12.84459470403922,7.296790791583483,5.570915013333386,4.837705821054247,17.51987118375558,10.682542856636935,8.456496146983605,7.386485361085497
163,115,8.601054266535366,2.528864242903753,2.0205153057972,1.868862103917443,27.18487686628822,15.297464516394651,12.502164298496494,11.117556898613428
164,78,8.634085633546453,2.860968971654353,2.2339272588669887,2.0439571997745225,24.60893142070342,13.717168759598922,11.21916979982779,9.99173170878607
165,70,33.7014315143079,22.022659353130315,17.431029386713192,15.192320516520516,36.273400252617975,24.362832041909154,19.255303128154182,16.575500501257796
166,54,8.81036334570646,3.415775978932071,2.6042417114357654,2.346090342483828,17.903429512429064,10.340792940529411,8.602112998824957,7.836031554436125
167,135,10.612674714050907,2.8131583028240263,2.1896268294979504,2.007246929750694,31.374077504566802,15.282882195391654,12.635934883542946,11.530750474678184
168,30,5.700596429987894,2.9274235871986156,2.3670632916262027,2.164320182574979,8.20002616982135,5.616572510049097,4.790433564612523,4.412885341618729
169,17,9.531387745469948,7.227430125431404,6.1334055737188535,5.565138351739168,9.69141527601328,7.356780572872543,6.240123885163689,5.662391950684654
170,75,26.91712854866437,13.902358365727581,9.486977449469025,7.709391173753158,33.86162667165528,20.42036422944575,15.712275834709196,13.667426264449974
171,75,11.424954446172528,3.8099730864945176,2.817927782083159,2.5154968480225004,19.09393467927367,10.169156156180577,8.09245200013967,7.228456490056024
172,122,14.837990070491937,3.7633791637193528,2.7471208932217297,2.4562827408820653,33.682202794244965,15.963588197285508,12.826036972013195,11.545559867161893
173,72,35.50806496970092,23.803357995446387,18.257328938162807,15.232544412512778,33.73083894879769,23.840265574532033,19.67205016162941,17.454780421280685
174,31,6.977988991560895,3.3599799378860626,2.6362937556605512,2.3819849695878292,10.769950205907854,6.874916695215906,5.7081616258700265,5.168115505794573
175,12,2.073665421905036,1.4966639670981416,1.3743671649323812,1.3282586498010611,5.436232617392268,4.119557857388764,3.738088697316356,3.580032037916467
176,114,9.296481270666785,2.738819843640897,2.1516414639717354,1.9765236727647146,29.186123446081318,14.30254394394428,10.943315506726133,9.473104833389861
177,101,30.21321830760649,11.287076218540891,7.067481855405761,5.748164786677933,37.87629918945469,19.92245534610047,15.135036376304337,13.234297357584365
178,107,9.179060123162603,2.699062203391042,2.1253262452658204,1.9548676278297008,27.233443703514133,14.542849932550855,12.078295428454092,10.959094737992766
179,69,16.351146503260885,6.413583047542567,4.479619785897494,3.8380385220813165,26.055557942853426,13.669037497091216,10.201625975729408,8.6190832855446
180,26,8.843056715942147,4.657989476599279,3.549956610445984,3.128150364720155,11.7598116065669,7.607966587684974,6.363880679338412,5.807776165787489
181,96,9.029042517256952,2.7971344186684677,2.1944690022955315,2.012020395886221,19.07654688781098,10.40716114931121,8.263713233613478,7.322279726013066
182,81,15.107457015628528,4.832891914637664,3.4010709725016204,2.974167433566272,27.359050356625886,13.497518126128805,10.499451117508837,9.345245516590152
183,74,22.24033345973334,11.234863540983392,8.075777333530032,6.821855586463561,21.835362386196124,12.68918620792964,9.839667509385402,8.526239062265589
184,133,20.663376950734403,5.077909808198055,3.482223738134797,3.0344450149097604,36.15290499667382,16.186026028737707,12.221743872238156,10.511769005229363
185,146,14.823696942615243,3.5547934324347277,2.6249652810924644,2.358763196860834,35.55534745593678,15.294689886376949,12.126127561359015,10.895070785511438
186,54,10.126765891104984,3.795647802304902,2.8265625980737843,2.5234996507431693,17.65209230209905,10.84556147485268,9.184535664865896,8.278985373289606
187,30,12.75583963166562,8.828713336414962,7.4388291973628915,6.773864383336365,12.158664033144808,8.627252642566734,7.3532220993871595,6.734455718734036
188,47,16.897174366742565,10.174020977970118,7.878108437785687,6.793358505044524,14.991136415135374,10.39773929220703,8.928700809900528,8.222012365890418
189,82,29.866018144609107,16.331008296851987,11.720064754382964,9.722971067624387,26.341139451624507,15.752746874086345,12.351173578550377,10.926960579920742
190,40,10.72069673072599,5.109937815246429,3.7579212090486926,3.2784151435961073,13.917175048206628,8.199246638854822,6.672905878430137,6.048308677353786
191,46,10.139377019987494,4.163441674349316,3.086198584998327,2.7337949298399833,19.886219452834613,11.404146568708484,8.97386270090132,7.8651594392627775
192,52,5.293322802521105,2.243151762643282,1.8572707253537328,1.7345131662882796,15.289949028277546,9.016722878035921,7.696582927687155,7.122672792372734
193,122,31.188665206742606,9.913231538223743,6.21886308243412,5.12037135295745,45.60613334046974,20.90987287645441,14.608557711212038,12.164834780732024
194,111,14.74048063005344,3.8475531585575733,2.8000040611796435,2.498570697810749,30.908142970654648,15.406389772134062,12.312954488943689,10.97079021897224
195,99,18.97125742497246,5.948476060985764,4.064657992404698,3.4943988724103745,26.823084735760318,14.603098364293787,11.095826627232656,9.466088147634485
196,112,10.933535152459596,3.0918738028352277,2.362529282773556,2.147918123220874,19.754338409654597,12.475573263925531,10.752389610725293,9.850015330983162
197,130,9.875667202976961,2.684031086916187,2.111809018586455,1.9436669718432937,33.63876425966038,16.540993624834176,13.577081441228122,12.247511874983328
198,21,6.2667830693211775,4.431691183078596,3.7634315311275337,3.4238536329461673,7.383330132116491,5.440318416857567,4.725894318280004,4.376008183268866
199,98,20.01485375247394,6.273997646593983,4.212344013583528,3.6018049460015504,34.38040059706885,16.842824310702106,12.776426689792817,11.056666903509587
